Feature ID	Taxon	Confidence
a5ef5a6468dd6e4cd794281ae2254913	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.8441347744168639
728fd67d32f474d44dd2b7f5400e72d0	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.9719068825735959
1087e482b77d4b763eb95e7b88b8e769	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.978393878438016
3ca71820c77b953a5a56cc19862577d2	d__Eukaryota; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B	0.9993408643980647
7bd3caf0f63bc7acdf4965f93e03870c	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.8639508391679303
95a2f1510eb01aecaa58c83be5e6c87e	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Guinardia; s__Guinardia_striata	0.9907862422305779
85049ebf885da83aab9a351e0d291b25	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	0.8349317853515967
098f74f505718e27499715b342f895c1	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I	0.9566144013932828
34ee7cee1f178f7d6a291df6128c1fd7	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Neoceratium	0.9643200814937462
bbf9c01405e28ac84755e882f9c84cd3	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida	0.9943390988395898
2d7a79b3fbb4dcd9ce03c14e925e66ab	d__Eukaryota	0.9999997691819419
7d262852d4a50a7a266927b74ccc4b16	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.9054822513787555
f62c351ba8452f36ab69f527a4f6f7df	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	0.9679703444279009
a9136ee99d544858f2c2d4332e31f937	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.7976752430405293
6d112dc940126648f27006a8bf58ad88	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.8423064310861349
809ba254bf605f56ac691169910c6357	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.8541176882385474
fc53176d9011da96e57b699b490c02e0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.8871302768978898
887f099c2f9e688e8c2889f15c165251	d__Eukaryota	0.9999558562264936
b75dfaf04b56e5e21024128365084dd6	d__Eukaryota	0.9999999932016249
b98631de3d20b55dc5efff45f7ede35a	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II	0.9212287823662482
597f88773c15d84fc7a153c347e16773	d__Eukaryota; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B	0.9860805997122322
99f4b2d523c986cee8d9ae558eeedc3c	d__Eukaryota	0.999988863675351
573030e9f3c83cc359fa1b194c983d14	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae	0.8732941311882527
84b29363308ac0b7e4ab0029097471d7	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.8873178802951693
6136da4e0d7c0a581c3d6e88893e3efc	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	0.9804952127768417
a5ba4d8d5153538dc6d262c7ef5f887c	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Lingulodinium; s__Lingulodinium_polyedrum	0.7786985563182203
5dfab1deb831ffded9570d8124e14671	d__Eukaryota	0.9999967716024809
663dd745274f16398ebb4ad395af4359	d__Eukaryota	0.9999997813005378
66e7b6aeb33e352220a090892a2e26da	d__Eukaryota	0.9999999379263544
334c116e6d0c5ace617061e12ced2f55	d__Eukaryota	0.9999998814310089
88bb9b587671e666c4a1767af5fb240e	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales	0.8451681368248171
fd9ab2e99f80672759b882ec5df7fc84	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II	0.770664737357766
3c95a3e9f8efe5e7cc16f94bdfd9ef48	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.8886113312663737
787ba02e2a7637bbc672b926d5d47a46	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.9009026527467486
0766acb74546afe61ecf33ba57a073e5	d__Eukaryota	0.9999973371609969
ef274898892fced576953be89dd34fa9	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales	0.7003546662670057
1495215f7136eadb90e7dfecc8a048e0	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	0.8087402496023269
06a330b1ddbc751238eb41e2ddda3247	d__Eukaryota	0.9999997455592576
f7921946e3ccd928398455fef99c5940	d__Eukaryota	0.9999995650247572
aa28d6a53d2e2eaafbc07dace2fd3069	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.8897454802284313
fb87d2f7785d8f30f6d6c81b096f2071	d__Eukaryota	0.9999999834385143
2b4c0543bb6420cd3aba552fd537b345	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Paracalanus_parvus	0.8947107164303375
87d2ad4d4cb69068377abc075b287136	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida	0.9746841841095769
30ab86d3e25965359c324e13dc366b57	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	0.7847250579471576
3f8a031fccce779bd5b49119badd96ca	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II	0.8850219759707197
e5822c16396d47ae8eb7003666a11551	d__Eukaryota; p__MAST-4; c__MAST-4; o__MAST-4; f__MAST-4; g__MAST-4	0.8084728613721975
25217aa275ea2f0dc4f6ffd48b09d77e	d__Eukaryota	0.9999646667072452
afedc61dfd26e155fba11c712c65eedb	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Oithona_sp.	0.8925773126524724
