Feature ID	Taxon	Confidence
6c9aaad4e035921bf0924ea1145bf691	d__Eukaryota; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B; s__Spumellarian_radiolarian	0.8511550037710822
74c91a863b9b3cf33ea908cf08813d6d	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.931538846719812
f3e9cf56fed31dfd79ba26f2e9e8c171	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.9998961488973201
91aa6ac60dadd3c0f335c086f1a54cb4	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_eukaryote	0.8256457416678322
02f129b0fae689f41afebd27db876264	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	0.8485280769880637
b0cdedcb2e4aae3d81c7766c3214eff6	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.9976142244523152
8da2ac5293cc5346d4d04f763c6298b8	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.9815205541310372
cdbbfdc1d600ca18e5eeef6e25ee3354	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	0.9184238851102021
1a7459cf70943e87063fe576fcdd0ead	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Paracalanus_parvus	0.8972141216232669
1a4c72a7296416e7203c0d490f9c53c2	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Guinardia; s__Guinardia_striata	0.9460121455339062
1761e6171e54e22d30e95ae56264081d	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Neoceratium	0.9994778992062623
00dcf245671040d4986deae867626c18	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	0.8902745014829981
af8f5679be21c9c7bcba3af5a312a306	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Guinardia; s__Guinardia_striata	0.9979040493303843
edde1b375a6b622b1fb65475bf9b7b0a	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	0.8390219422084768
9673336b877f975a206934410c3a193f	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.9999335021442526
dbe41cdd6a3c979ee9b99ccd55277ce4	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	0.9927022357281428
de9f8f70b1a03e29e653d3d306e1d572	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.9489537692144064
d80ead45b8e29c3d71820729e201873a	d__Eukaryota; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B; s__Spumellarian_radiolarian	0.716441189031188
483839f5277c39adb1ebf26f640de4c5	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Neoceratium	0.9999657046434813
6d87c9585f5d64636eada38a4fc0372b	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II; s__uncultured_Syndiniales	0.7598899485231634
5984d08fe0ec9d0f8e8aba1eafc5c4be	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_eukaryote	0.734322781308725
4b3389a9e3f7a0008410f7e13bcb12af	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida	0.999994656157645
0a871785c99f59bf7dca8085a42bff2b	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	0.9949741634341952
b6032d8caba01d6b9ca5509ac5ba6ae3	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.8431503546149035
63ad9e50da7a55b64e1b5621e41838d1	d__Eukaryota	0.999999999931491
04f673ae6262c6e0067a7ced6507263f	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	0.9999767278622028
